name,uiid,playtime,xp,level,money,driven,drift,skill,created_at
Pajamas,clr9jfpci01hppq0iahkv7ghn,470476,90,2,61,18518.02,993.154,44.99671531113079,2024-01-11T18:23:30.067Z
Stome,clr9jaw2701hjpq0iejq40jhl,210709,86,2,54,8614.4,6654.42,25,2024-01-11T18:19:45.488Z
Aware.Wheal,clr9j8gg4021noy0i2h5xet58,360904,92,2,64,15140.3,5149.24,22.53564346153178,2024-01-11T18:17:51.941Z
Smirk23,clr9j1dz8021boy0iw4olwqda,218540,83,2,55,9303.46,5672.54,25,2024-01-11T18:12:22.148Z
Will2,clr9iz59l0212oy0iscelzdga,468000,90,2,69,19410.85,31.907,28.79966467428434,2024-01-11T18:10:37.545Z
Oblige,clr9ixgm401gvpq0iclg7bz70,245669,50,2,55,8889.65,926.235,46.71422385678785,2024-01-11T18:09:18.940Z
Federal,clr9iwfbq01cmrl0i3v8m2qkz,173519,50,2,60,6771.16,1343.51,25,2024-01-11T18:08:30.614Z
blEakanGle,clr9ioijj020ioy0i52iiwi75,200371,80,2,54,8242.97,5564.06,25,2024-01-11T18:02:21.535Z
Clunky-Joe,clr9ikkb101fzpq0icl16b56m,1103511,220,4,181,42372.34,9092.217,39.73842352484647,2024-01-11T17:59:17.197Z
calm-quincy,clr9iiycm0204oy0i26420rda,954560,222,4,227,38970.43,13833.77,29.34707838766759,2024-01-11T17:58:02.086Z
Rufus0,clr9i25bj01cerl0izapts21t,223885,68,2,55,8988.65,3292.7,25,2024-01-11T17:44:57.967Z
moroseLass,clr9i17nh01fcpq0iutvd5cxa,245197,65,2,54,9061.75,2700.47,25,2024-01-11T17:44:14.334Z
wilder_Cruz,clr9ho4b701xsoy0i7ncdszaj,230035,50,2,60,8943.83,386.248,25,2024-01-11T17:34:03.475Z
Cool-Emmitt,clr9hnq9v01xpoy0i87yemcoj,168727,44,1,11,6700.78,490.518,25,2024-01-11T17:33:45.283Z
Dual_manuel,clr9hnkdu01e6pq0imotg28ud,490559,112,3,123,19643.11,4742,45.96414257712701,2024-01-11T17:33:37.651Z
Global.seth,clr9hm10f01dypq0ie0zxjs3a,386058,100,2,74,15662.21,4305.51,33.42181181588415,2024-01-11T17:32:25.887Z
Jayson97,clr9haqtz01wsoy0ig6vw3s4a,914973,211,4,167,35040.34,11785.28,36.53193768617852,2024-01-11T17:23:39.479Z
Tense_Wyatt,clr9h6w7h01wpoy0imkhzwfp9,640972,137,3,125,24792.74,4480.19,28.59408261482859,2024-01-11T17:20:39.821Z
sell,clr9h0hpp01d5pq0ibupalh9u,239454,50,2,57,8464.85,37.1271,25.60760179610955,2024-01-11T17:15:41.102Z
Leo1,clr9gzzqw01waoy0i2t4hvxtl,201229,74,2,65,8536.44,4162.54,25,2024-01-11T17:15:17.817Z
Alanson,clr9gybf801d2pq0i3zanbnfu,221205,71,2,61,9292.21,3755.71,24.68775535511073,2024-01-11T17:13:59.636Z
Brief_barny,clr9gwm6b01vyoy0i8e63p8ib,220496,95,2,58,9457.73,7896.41,25,2024-01-11T17:12:40.260Z
crudeJamel,clr9gt9ga01vtoy0iwe394uew,232079,77,2,51,9056,4017.41,25,2024-01-11T17:10:03.803Z
Jarvis74,clr9gsvml01clpq0iqduapudp,248391,59,2,52,9119.07,1512.97,25,2024-01-11T17:09:45.886Z
Silber,clr9gfqr701v0oy0ixm6ktuds,164824,50,2,120,6690.7,1054.27,25,2024-01-11T16:59:33.043Z
key-ulysses,clr9gew0b01uuoy0ihxrat2gf,617411,194,4,175,24891.67,14029.34,44.27090064211401,2024-01-11T16:58:53.195Z
Inside.mac,clr9g3tmb01aopq0ilarw579r,212432,74,2,53,8660.23,4334.21,25,2024-01-11T16:50:16.884Z
Kincaid54,clr9fxbe201u0oy0ivmbutjz0,443887,79,2,80,17162.62,11.2709,15.94371214409002,2024-01-11T16:45:13.323Z
conure,clr9fkaiq01taoy0i5wothg8z,400859,127,3,115,16086.83,7808.110000000001,39.57518007268624,2024-01-11T16:35:05.666Z
LoudHarvey,clr9fg7an019cpq0ihfxr9ipe,586074,100,2,62,21591.9,224.0479,28.69553428565942,2024-01-11T16:31:54.863Z
bregma,clr9ffd3i0199pq0ik944gt39,238007,59,2,64,9057.44,1939.09,25,2024-01-11T16:31:15.726Z
Upbeat-jess,clr9fb89c018xpq0iweyvou9c,549693,91,2,65,19024.88,1700.1414,18.56513713500132,2024-01-11T16:28:02.832Z
lots,clr9f9m3w018upq0ilus4dqot,237377,71,2,65,9362.31,3269.13,25,2024-01-11T16:26:47.469Z
kyanite,clr9f83sd018mpq0ie53dla98,235464,53,2,58,9110.86,467.066,25,2024-01-11T16:25:37.069Z
fair_Leland,clr9ew91p017qpq0ivagv7jt7,420772,77,2,62,15620.2,393.288,45.09816304786849,2024-01-11T16:16:24.014Z
Kirby3,clr9en1np01b5rl0i9x7djanf,242402,50,2,55,8852.5,782.246,25,2024-01-11T16:09:14.534Z
slowjayson,clr9dnoec01qooy0iwl4pk2th,814660,156,3,141,31648.97,4824.684999999999,34.53644648169794,2024-01-11T15:41:44.388Z
Blair171,clr9dna8f01qloy0iut9v5sj2,212802,74,2,63,8934.04,4423.25,25,2024-01-11T15:41:26.031Z
shooin,clr9dcee20127pq0iv5o9yocc,237313,50,2,55,8819.97,58.043,25,2024-01-11T15:32:58.202Z
Donn,clr9cy2ml011dpq0ii5ucs5lz,554354,136,3,128,22569.34,6508.26,41.93560797240762,2024-01-11T15:21:49.773Z
folksy-Rudy,clr9cx4x501p6oy0ilmxkodym,660802,114,3,122,24525.08,0,29.91643471882524,2024-01-11T15:21:06.089Z
ULysses4,clr9cqzz801owoy0invoj4nq2,242784,68,2,55,8979.38,3245.73,25,2024-01-11T15:16:19.748Z
Kris256,clr9cdqdp01npoy0i7qup5bpp,218342,68,2,59,8977.38,3425.87,25,2024-01-11T15:06:00.781Z
Single-egin,clr9cas5a01nfoy0ilyf9apq5,211258,62,2,63,8682.46,2148.79,25,2024-01-11T15:03:43.103Z
leo0,clr9c0hui01mboy0ikasvfi8n,472661,133,3,118,19553.22,7438.34,38.01917516780912,2024-01-11T14:55:43.194Z
Sound-Hyman,clr9bzomn01m4oy0iqp8qgkgh,168129,62,2,50,6455.26,3269.26,24.62617324288092,2024-01-11T14:55:05.328Z
Tuan661,clr9bpmvf00z8pq0islv3nd61,229099,50,2,54,8968.25,356.129,25,2024-01-11T14:47:16.491Z
worth_rocco,clr9b6ndx01kdoy0it855mr3e,221501,56,2,51,8775.02,1963.15,25,2024-01-11T14:32:30.694Z
Corkhill,clr9b4yt901k5oy0iy5a2pgca,483546,96,2,73,19711.93,2671.257,34.57670683729999,2024-01-11T14:31:12.189Z
Sheldon,clr9b1raq01jwoy0iki6ohki4,1047852,184,4,181,40214.29000000001,4636.872,39.28003001223473,2024-01-11T14:28:42.482Z
brave-trent,clr9atscj00xmpq0idp8kqtuj,607084,89,2,57,21586.32,0,32.14757386482147,2024-01-11T14:22:30.596Z
Awful-Redan,clr9ak0d200wxpq0igc2vcwi0,239312,74,2,57,8855.06,4445.58,25,2024-01-11T14:14:54.422Z
acting.hung,clr9a0n1j00w9pq0imbxzakel,1231530,233,4,190,49184.92,9386.895,35.83135962981266,2024-01-11T13:59:50.696Z
foster,clr99z1z4019arl0iztxsvfms,459896,133,3,117,19348.57,9744.88,28.35690766585907,2024-01-11T13:58:36.736Z
40_Wine,clr99efpu00vjpq0iiq2gmy55,232386,50,2,61,8379.1,841.631,34.97431116243894,2024-01-11T13:42:34.770Z
filthymax,clr997m1801h2oy0ig8nkp9lp,2221482,312,5,330,85575.07,65.88997,31.89185846933543,2024-01-11T13:37:16.364Z
Big_Carmelo,clr9938ze01gzoy0i3m9akq0i,346954,85,2,70,13504.11,3864.42,48.91807843259121,2024-01-11T13:33:52.826Z
alberto70,clr9929g000v1pq0ihhxup5so,230135,50,2,51,8767.63,605.621,25,2024-01-11T13:33:06.769Z
Awad7,clr97yvth01ggoy0itptfpky2,202662,80,2,59,8822.23,5919.3,25,2024-01-11T13:02:29.525Z
Bowie515,clr97tzze01gaoy0i7oxtr2r6,429103,100,2,59,16902.33,3000.33,37.81647195604722,2024-01-11T12:58:41.642Z
Fishbolt,clr979wca01g3oy0ifwku7h8y,226946,50,2,54,8625.07,588.917,25,2024-01-11T12:43:03.803Z
demON/.don,clr960ozv00qfpq0i8w619oyf,733980,125,3,134,29530.68,290.0254,34.89378044745796,2024-01-11T12:07:54.763Z
Ramiro0,clr95sy5l00pzpq0i870np4vr,249240,50,2,63,8953.25,0,24.99999999991746,2024-01-11T12:01:53.386Z
absurd.raul,clr95o5sp0149rl0idt9k57uc,501091,126,3,120,19938.84,7452.47,41.54094462197633,2024-01-11T11:58:10.009Z
astaire,clr95fk8p01f1oy0id7hmcjb7,719865,125,3,118,27249.64,2054.575,28.67867410731627,2024-01-11T11:51:28.826Z
orval0,clr95dbf901eyoy0iixh3jm5o,630604,105,2,72,23938.56,26.287323,39.15397710546966,2024-01-11T11:49:44.085Z
scullery,clr958qmj00pdpq0iy8ats905,234893,53,2,65,9800.3,17.0299,25,2024-01-11T11:46:10.508Z
Kidhartwig,clr950q4i013mrl0inm3oo2l0,917007,276,5,225,38057.78999999999,20627.13,40.66666218469594,2024-01-11T11:39:56.610Z
6_alamein,clr93y3se0132rl0ibg0q0934,810372,176,4,196,32478.69,7929.01,41.64002533406441,2024-01-11T11:09:54.735Z
keenan63,clr93x6ic00nupq0i7tfafrkt,458132,133,3,108,18179.87,7583.190000000001,42.23591689127319,2024-01-11T11:09:11.605Z
BigMillhon,clr93iq1t012trl0ipx0gwjcl,213131,74,2,51,8791.07,4665.94,25,2024-01-11T10:57:57.089Z
Pop.plumbery,clr93733z00ngpq0iz2t5zrkz,225013,56,2,65,10242.1,146.653,25,2024-01-11T10:48:54.144Z
top_Imparity,clr92e31800mkpq0iyk3dbn4d,456633,160,3,120,18621.89,12427.98,37.09084314054945,2024-01-11T10:26:21.020Z
composer,clr916o730119rl0i59s9akle,230512,50,2,56,8709.31,22.695,25,2024-01-11T09:52:35.584Z
WildMarius,clr90tyns0110rl0iqcaz2j66,545851,159,3,124,22994.26,8080.48,39.7399799463167,2024-01-11T09:42:42.616Z
daron5,clr90g84z00jlpq0iiiyn2vd1,234961,65,2,54,9093.25,2625.1,25,2024-01-11T09:32:01.716Z
Pemmican,clr8zwea600ihpq0icic7t117,649765,138,3,132,24888.18,4462.66,33.72598531767407,2024-01-11T09:16:36.559Z
RoycE,clr8zrl4m0108rl0i2a5b770k,167507,44,1,13,6678,320.137,25,2024-01-11T09:12:52.151Z
fewRambler,clr8zfshd00zxrl0i6qw5j6sm,227689,77,2,51,9253.64,4185.66,25,2024-01-11T09:03:41.809Z
lyric_Robin,clr8z4f3200hrpq0ix30rhqlv,226497,56,2,55,8363.18,1310.48,15.02568883756104,2024-01-11T08:54:51.230Z
grave_Emory,clr8z056v00hgpq0i2tgv9hux,237943,59,2,60,9046.75,1833.3,25,2024-01-11T08:51:31.783Z
Icken56,clr8yk97x00h4pq0is5jgc7do,223683,56,2,56,8912.64,1778.07,25,2024-01-11T08:39:10.509Z
wonder_ray,clr8y6tku00gmpq0i9n2v0wje,164243,50,2,61,6651.51,1853.09,25,2024-01-11T08:28:43.711Z
Rickey55,clr8xuyhe00g9pq0i6n6we664,654671,129,3,126,25200.75,5123.41,38.42912660980554,2024-01-11T08:19:30.194Z
Psycho,clr8xnzx300ydrl0imc4n5lhf,491051,147,3,118,18678.93,10439.58,44.10773826048469,2024-01-11T08:14:05.463Z
bertram,clr8xebl100xyrl0ijhyrj8s2,169148,44,1,11,6430.81,211.557,25,2024-01-11T08:06:34.022Z
future.abel,clr8xb5fx01dioy0ixdkd48ba,237638,59,2,62,9804.75,1920.73,8.377623037834232,2024-01-11T08:04:06.094Z
Folksy.hugh,clr8xagvb00fypq0i0hj0gfgh,456898,85,2,62,17780.12,1440.4013,40.72404192666234,2024-01-11T08:03:34.247Z
rush_coccyx,clr8wleoe00fhpq0i3dqb6877,475956,112,3,122,18519.7,4172.96,43.43100154096797,2024-01-11T07:44:05.006Z
amyamyas,clr8wjyfy00xarl0iqcr2ir5c,212883,74,2,59,8961.18,4927.53,25,2024-01-11T07:42:57.311Z
Toxicdante,clr8vxmk300espq0il1zozfux,227035,68,2,51,8858.45,3015.27,25,2024-01-11T07:25:35.475Z
EpIc.Krilov,clr8vpsck00wcrl0iluhfqky4,449185,117,3,112,17826.24,5971.79,45.41636900049617,2024-01-11T07:19:29.732Z
amos,clr8vc0l400ejpq0ihw20rex9,413299,74,2,55,15492.57,989.457,31.79692624357865,2024-01-11T07:08:47.225Z
79_coopt,clr8vbtl600w4rl0isqxm3z3i,224089,56,2,60,8751.18,1241.93,25,2024-01-11T07:08:38.155Z
Lauren,clr8vatuy00egpq0i779wpwcc,245345,56,2,65,10006,99.5739,25,2024-01-11T07:07:51.851Z
Thanh,clr8u6ghh00dopq0idqq9a7fg,250683,53,2,58,9164.65,0,25,2024-01-11T06:36:28.277Z
lousy-splay,clr8tiu5j01d6oy0itjk12jrw,476314,129,3,118,19333.54,6547.98,35.38123556027889,2024-01-11T06:18:06.248Z
Hickman,clr8tf9lw01d3oy0iquowu5dy,606968,164,3,122,25823.97,9445.539999999999,39.45896875408008,2024-01-11T06:15:19.653Z
clark,clr8t5uam00u2rl0iyqsg1l9d,654721,115,3,118,24893.08,0,40.38447984026227,2024-01-11T06:07:59.903Z
grandMonte,clr8sr1o500tdrl0i0uqkoqdu,186472,44,1,15,6747.12,640.308,25,2024-01-11T05:56:29.622Z
baeyer,clr8r6ks700slrl0imixztrl2,237450,50,2,57,8929.33,0,25,2024-01-11T05:12:35.000Z
Crochet,clr8qobma00sdrl0i1wdozz1p,209757,86,2,54,8772.91,6115.32,19.18765508768516,2024-01-11T04:58:23.315Z
nicker616,clr8qc21700s0rl0iodhd9h15,217557,56,2,65,10059.9,999.355,25,2024-01-11T04:48:51.019Z
burl0,clr8porg800rhrl0i87372li7,1017452,153,3,134,36353.99000000001,2733.521,27.20656704543651,2024-01-11T04:30:44.216Z
65-Hershel,clr8pluvx00r9rl0i5y2aaeiv,230200,65,2,54,9198.59,2093.45,25,2024-01-11T04:28:28.701Z
concert,clr8p5he501c3oy0i3dn27sm1,252372,56,2,61,10197.7,393.38,25,2024-01-11T04:15:44.717Z
dirty.cliff,clr8os5fg00qgrl0icjl92j9e,693737,176,4,163,29749.03,13291.45,44.53457322008081,2024-01-11T04:05:22.684Z
Unshod,clr8oi6j600q8rl0ioy6p4l2y,391072,100,2,76,16814.12,3542.650000000001,46.36652541878368,2024-01-11T03:57:37.555Z
zeena0,clr8oeg1i00q2rl0isc5sil2d,163088,44,1,14,6548.25,511.47,25,2024-01-11T03:54:43.254Z
Jerrod0,clr8o6u8a01buoy0itv4eo8pq,227117,50,2,55,8694.36,0,25,2024-01-11T03:48:48.395Z
Flatwise,clr8nylst01bjoy0ioo4bfczv,633009,150,3,129,25089.73,6095.577,41.39976212786649,2024-01-11T03:42:24.221Z
Terbium0,clr8nx0ym00plrl0i38yqzmou,952243,248,5,217,37759.67,17447.08,36.88540021602415,2024-01-11T03:41:10.558Z
Tusk,clr8n63v701b8oy0i47t2aj9e,334286,92,2,136,13333.73,5108.32,46.55614261994845,2024-01-11T03:20:14.612Z
Teide,clr8mx08c00okrl0ier1jfuol,1186500,214,4,231,47246.45,8465.819,31.22737420746733,2024-01-11T03:13:09.996Z
OddTarrsus,clr8m0hsn01aioy0iolrip3mr,805528,186,4,168,33003.85,9875.617,39.44190818179741,2024-01-11T02:47:53.112Z
Twiggy,clr8ldb0m00mdrl0iop4l65oe,223386,53,2,63,9883.82,0,25,2024-01-11T02:29:51.239Z
Top_remanent,clr8l7lms00m6rl0imp2ckcna,655086,128,3,131,27313.71,3904.207,36.05210441677028,2024-01-11T02:25:25.060Z
totalMonte,clr8ks0to019ioy0i09koe037,228723,50,2,54,8810.67,671.76,25,2024-01-11T02:13:18.253Z
wittyedgar,clr8kdnmm018woy0inln99hl3,231651,59,2,52,9028.24,1657.64,25,2024-01-11T02:02:07.967Z
Bennett8,clr8kai0z018ooy0i8xpdamki,248359,53,2,50,9040.02,903.926,25,2024-01-11T01:59:40.739Z
Jestkeneth,clr8jraq3017qoy0i46h2adg2,1782138,286,5,437,65934.54000000001,8559.295,29.37510076138856,2024-01-11T01:44:44.811Z
fonville,clr8jpmlc017noy0ibchho1x5,247238,53,2,56,9245.93,26.2344,13.52400797051878,2024-01-11T01:43:26.881Z
reManEnT,clr8jj1fe00adpq0ifz8ec0rv,417465,81,2,60,15571.31,0,36.74600245097455,2024-01-11T01:38:19.515Z
useful_earl,clr8jhhbz0173oy0izhs6z6jt,229571,62,2,54,8916.29,2144.93,25,2024-01-11T01:37:06.816Z
hot-resting,clr8ir79h00a8pq0iaw4d0ymw,410088,84,2,65,16123.67,1760.737,44.27255884544824,2024-01-11T01:16:40.710Z
CyClic-jaCk,clr8ij0e000a3pq0ixlkmooi8,171804,44,1,8,6453.68,389.301,25,2024-01-11T01:10:18.552Z
ellis,clr8igt9o015foy0ic23o7iqg,162549,44,1,8,6347.13,441.253,25,2024-01-11T01:08:36.012Z
Academy,clr8hlvls009kpq0iros6zheu,399055,82,2,67,15220.68,0,36.87668417126559,2024-01-11T00:44:32.704Z
Clayton,clr8gr8yp012moy0igewwh4gd,594126,98,2,67,23766.56,162.397,40.73519725744371,2024-01-11T00:20:43.681Z
Sharell954,clr8ggipj0122oy0iv8q4dzxf,232961,50,2,57,8785.86,26.3739,25,2024-01-11T00:12:23.096Z
Shelby84,clr8g5iug011loy0i8ngkku45,463158,97,2,59,17973.16,2454.802,46.79440616283246,2024-01-11T00:03:50.056Z
SuPpLe-Cary,clr8g51ae00inrl0iaq63nqe1,387040,124,3,122,17171.29,6983.01,39.91576842290907,2024-01-11T00:03:27.302Z
flodden,clr8g1tpw011ioy0ikr1jzjeq,414065,77,2,61,15970.2,445.0940000000001,30.87811273080524,2024-01-11T00:00:57.525Z
Otoscope,clr8fsbx100iarl0i378yo0q5,1165514,259,5,246,47125.02,14292.72,32.36564988021004,2024-01-10T23:53:34.549Z
vizieR,clr8fno8700i7rl0i3iq2wmxm,677535,195,4,175,28817.04,12646.06,35.81176701789414,2024-01-10T23:49:57.223Z
such-dAmiEN,clr8fj439010roy0i70ixqsq9,878183,172,4,195,35632.58,5709.923000000001,29.5995830593488,2024-01-10T23:46:24.502Z
Ignatzia,clr8eu47b008gpq0iy2kls2l3,163927,62,2,58,6694.14,3494.4,25,2024-01-10T23:26:58.247Z
AlIeNmicra,clr8e7cvw00i0rl0ik0sq33xe,161433,62,2,65,6888.47,3186.26,16.30747616384625,2024-01-10T23:09:16.412Z
Werner34,clr8e5nz900hurl0i64zod9uu,550351,172,4,171,22357.73,12083.66,37.69425281634653,2024-01-10T23:07:57.477Z
Huge_norris,clr8du4ar00ysoy0iicfxvqq2,233849,59,2,55,9182.6,1686.32,25,2024-01-10T22:58:58.755Z
livetender,clr8cs2m3007ipq0iv83bn6mt,1378056,308,5,282,57015.12,16635.75,38.86058902391707,2024-01-10T22:29:23.644Z
67_gary,clr8c0hpm00wqoy0i537jh5xk,241314,50,2,60,8721.08,0,25,2024-01-10T22:07:56.843Z
heady861,clr8ai7gy00upoy0iu9ejo5kw,182840,44,1,8,6534.89,873.709,25,2024-01-10T21:25:44.146Z
42_Sturges,clr8a5xhg00uaoy0ib1q951m5,230436,65,2,51,9105.08,2521.84,25,2024-01-10T21:16:11.333Z
Xavier586,clr89r5sh00t7oy0i5h5jg0wy,218703,53,2,65,9988.37,966.826,25,2024-01-10T21:04:42.257Z
shelton1,clr88c1j200qkoy0iu8rgkbeg,228441,83,2,53,9293.42,5744.45,25,2024-01-10T20:24:57.279Z
fewGregale,clr888tlh00q5oy0iznvmqt63,225777,56,2,50,8687.98,1748.14,25,2024-01-10T20:22:27.030Z
Neil,clr885maq00puoy0iltqhvzil,205661,80,2,62,8563.34,5026.19,25,2024-01-10T20:19:57.602Z
late_Darrin,clr8832rc00proy0ils7ctytz,1067588,301,5,225,43843.43,21139.88,41.78965097572483,2024-01-10T20:17:58.969Z
Logue,clr87mz3r00p7oy0i70fzmkpd,229291,56,2,57,8936.08,1446.85,25,2024-01-10T20:05:27.735Z
second_Odel,clr87mgxg00p4oy0iip3wr75p,219744,71,2,55,9166.87,3164.31,18.33460932269806,2024-01-10T20:05:04.180Z
erich493,clr878i2j0038pq0iauvdiwte,238565,50,2,51,8782.22,667.774,25,2024-01-10T19:54:12.476Z
poucher3,clr873eld0030pq0i07xxk4om,226815,74,2,51,8971.15,4025.1,25,2024-01-10T19:50:14.689Z
scrope6,clr86v34z00g9rl0iu9yutcpi,225322,89,2,58,9325.33,6275.71,25,2024-01-10T19:43:46.595Z
spiral.zebe,clr86enwa00nioy0iar79m5v2,389457,124,3,112,15403.94,8445.810000000001,41.05293825352761,2024-01-10T19:31:00.346Z
Jest_Morris,clr86a9tf001jpq0i6jx61kde,448601,145,3,113,18038.11,9283.779999999999,44.05218896603041,2024-01-10T19:27:35.475Z
heirloom,clr8678kp0018pq0iglw6o2b4,235437,56,2,52,8852.7,1339.95,25,2024-01-10T19:25:13.898Z
Rough-janie,clr866lgd0015pq0igxni89da,242640,56,2,51,8984.22,1079.18,25,2024-01-10T19:24:43.934Z
Past.watusi,clr85s80r00m7oy0iqkkfj2n2,401682,111,3,164,16068.85,5693.62,29.94755607555635,2024-01-10T19:13:33.339Z
30_fluoride,clr85o7dz000ipq0iuik5kzf8,223777,71,2,50,9061.07,3793.81,25,2024-01-10T19:10:25.895Z
Paloma,clr85k7d000lpoy0iwrnqsibd,788245,179,4,185,32428.8,8815.12,37.21516701044634,2024-01-10T19:07:19.237Z
CasuaLlIda,clr85jvkp0009pq0i1kyj73jw,228530,50,2,63,8887.83,12.668,25,2024-01-10T19:07:03.962Z
Eugenio,clr850tnh00kvoy0i1o7znhhh,247563,50,2,116,8903.4,0,25,2024-01-10T18:52:15.006Z
roma,clr84w66g015ks70icu4gokjx,242352,62,2,51,8859.4,2456.66,25,2024-01-10T18:48:37.960Z
hearDupaix,clr84u2nk00furl0ighzi37zs,714906,106,2,114,27152.02,0,44.43533840343398,2024-01-10T18:47:00.080Z
aubrey89,clr84h4ry014qs70isymd299j,932427,154,3,133,35809.52,3629.943,34.13645463041807,2024-01-10T18:36:56.302Z
Damle,clr84f8xi00k0oy0i4s3oyzve,216201,71,2,60,9001.99,3285.62,36.78843543023107,2024-01-10T18:35:28.375Z
Octavio1,clr8497fp00juoy0io60snjdj,234017,53,2,65,9008.22,5.06318,15.88950654809577,2024-01-10T18:30:46.501Z
boyd0,clr8431yl00jpoy0i3p1t48t6,160601,62,2,56,6567.39,3567.09,25,2024-01-10T18:25:59.469Z
Apt.petulia,clr83hyo400iooy0i15l6ar7q,493885,142,3,129,19299.33,8715.06,39.20739177110239,2024-01-10T18:09:35.428Z
bozo,clr83dslq012is70iyzenuw6u,397597,144,3,126,16053.97,10463.19,44.43119716038228,2024-01-10T18:06:20.942Z
Evvie,clr8380pb0127s70ig5piqckt,1171629,219,4,178,43627.45,7918.712,37.43639247540068,2024-01-10T18:01:51.503Z
Cheyenne,clr836rkk00i1oy0io2hfsrgz,945218,267,5,226,38653.5,17722.46,44.54350203434571,2024-01-10T18:00:53.013Z
Duffy,clr835lhk011zs70iju7x8u6u,314898,59,2,60,9230.46,1248.9,25,2024-01-10T17:59:58.473Z
Behn9,clr82twtu0116s70i52qrjnpc,542601,82,2,70,17993.73,1518.131,39.97183782546471,2024-01-10T17:50:53.299Z
Colic96,clr82k4b300guoy0icgtn2fh1,450026,160,3,122,18658.11,12062.61,42.7357349919647,2024-01-10T17:43:16.432Z
rodmann,clr82439v00g8oy0iwf40bra1,228710,71,2,58,9204.27,3790.02,25,2024-01-10T17:30:48.595Z
early_britt,clr81sx6d00fuoy0ia13kos1t,221837,74,2,53,8708.19,4868.8,21.77314955803622,2024-01-10T17:22:07.477Z
Ellis845,clr81idbq00exoy0iqbb0via5,171400,44,1,15,6672.34,131.291,25,2024-01-10T17:13:55.190Z
blue.Legate,clr81gcwa00eqoy0ij4yzdo3v,445335,88,2,58,16937.8,500.757,44.59623860950401,2024-01-10T17:12:21.322Z
Dachau,clr817u2p00xxs70im0kpzn9b,229838,56,2,65,10101.5,108.687,21.58473340428957,2024-01-10T17:05:43.682Z
Communal,clr817m2i00e3oy0ictq6f17t,207930,68,2,60,8419.88,3152.25,25,2024-01-10T17:05:33.307Z
benne1,clr8153mk00e0oy0iw9eqnkci,236357,50,2,54,8879.47,612.07,25,2024-01-10T17:03:36.093Z
Harry772,clr811vzy00x6s70i81cgfgz3,704561,182,4,277,28395.62,9297.95,40.08483414323845,2024-01-10T17:01:06.238Z
SanTIagO,clr80wmih00dhoy0iqepy7yyu,220119,50,2,60,8640.28,442.668,25,2024-01-10T16:57:00.665Z
Lousy.noyes,clr80qjbh00d3oy0icb0ergz2,4762156,705,9,603,178854.62,14698.08155,28.06686626132829,2024-01-10T16:52:16.589Z
Poetic-Teal,clr808ius00ufs70i48btzmic,907565,155,3,114,33713.69,5017.797,37.06258279996911,2024-01-10T16:38:16.180Z
79.phil31,clr8071wy00uas70i1ksfj8d3,239307,59,2,64,9573.2,1335.77,21.84784422446504,2024-01-10T16:37:07.571Z
Randall,clr802hf200broy0ig60g8wwd,583212,125,3,132,23766.77,4269.663,31.69599517037242,2024-01-10T16:33:34.382Z
Vines,clr7zzohe00bmoy0i3m7hg7ag,390348,82,2,65,15163.24,1563.25,48.96658575407477,2024-01-10T16:31:23.570Z
uglify45,clr7zzhkp00tps70i8l8r9vok,409549,78,2,67,16109,307.97,32.84357370960443,2024-01-10T16:31:14.617Z
Decamp,clr7zubj500beoy0ihnt3hnf4,178003,50,2,60,6440.86,1885.32,25,2024-01-10T16:27:13.505Z
pahoehoe,clr7z48ud00a7oy0iw13jkpdx,230515,56,2,52,8791.06,1927.05,15.59949873256477,2024-01-10T16:06:56.965Z
johnson0,clr7z32f100eerl0int8ykynv,247970,53,2,130,9111.52,0,31.95717754628155,2024-01-10T16:06:01.981Z
Simon83,clr7z280h00a4oy0icxkms1iw,221027,53,2,65,9812.45,207.059,25,2024-01-10T16:05:22.577Z
Albert9,clr7yvfg000q4s70iour91st4,450706,130,3,118,19138.46,7214.86,35.87276732547428,2024-01-10T16:00:05.617Z
nexttalyah,clr7ydgbs00ows70i32ra8ns7,721691,155,3,122,27946.84,6856.67,40.2748995203901,2024-01-10T15:46:06.952Z
88_German,clr7y70fr00oas70io12c3dnf,231242,77,2,61,9199.5,4579.95,24.68032966995758,2024-01-10T15:41:06.324Z
Hollow.odom,clr7y27cp00nws70ijeh0xljc,239316,59,2,55,9357.75,1910.7,25,2024-01-10T15:37:22.105Z
artisan,clr7y1wxo008coy0izbtuqvfy,432075,78,2,66,15653.93,42.5086,30.0941763718034,2024-01-10T15:37:08.605Z
newPhilana,clr7xpl9v0082oy0ip1s9945f,221341,74,2,54,8535.89,4580.01,25,2024-01-10T15:27:33.619Z
cirrate14,clr7xn20200mts70iijarpsmp,283535,59,2,52,9034.05,1301.73,25,2024-01-10T15:25:35.330Z
Coltin5,clr7xfnq9007soy0i4nz0ue8z,237011,53,2,65,9648.05,0,37.46784108576003,2024-01-10T15:19:50.241Z
Exploit,clr7x8n9q00dnrl0ifnanw3qd,228309,53,2,108,9013.47,153.594,25,2024-01-10T15:14:23.055Z
simple-beau,clr7x871o00lks70ict7mzm6s,242826,56,2,55,8961.37,1244.46,25,2024-01-10T15:14:02.029Z
maRcOs,clr7wxit9006soy0iczzboyiv,235762,53,2,59,9062.46,652.752,25,2024-01-10T15:05:44.061Z
